adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/sw7mordbZxgITU877yTpZCud90M.jpg,"[18, 80]",769,en,GoodFellas,"아일랜드계 이탈리아인 헨리 힐와 토미는 13살에 마피아에 입문해 지미와 함께 트럭이나 공항 화물을 훔치는 일을 한다. 결혼 후에도 마피아 생활을 계속하는 헨리는 이제 조직에서도 안정된 위치와 경제적 여유를 갖는다.  어느 날 헨리와 지미는 공항터미널 사건을 모의해 현금 6백만 달러라는 엄청한 돈을 훔친다. 이 사건을 은폐하기 위해 혈안이 된 지미는 모의에 참여했던 사람들을 죽이고, 토미는 마피아 조직에 가담했다가 살해당한다. 엎친데 덮친격으로 헨리마저 마약거래로 경찰서에 잡혀 들어가는데...",287.961,/zF9hSBS1t7PVFLo01GrJ3OjGi67.jpg,1990-09-12,좋은 친구들,False,8.465,12388
False,/psYeKwKclG4XaIop5suj1J0Kg2C.jpg,"[12, 28, 878]",1892,en,Return of the Jedi,"전작으로부터 약 1년 후의 이야기로, 전편의 클라이막스에서 엄청난 과거사를 접한 후 몸과 마음을 추스린 루크 스카이워커가 어엿한 제다이 기사로 성장해 동료들과 함께 결국 사악한 은하 제국을 무너뜨린다는 내용. 제국의 역습 때보다 배는 더 되는 금액[8]을 특수효과에 투입했으며, 흥행도 전작들(제국의 역습은 5억 3천만 달러, 새로운 희망은 재개봉까지 합쳐 7억 7천만 달러) 못잖게 엄청난 대박(전세계 5억 7천만 달러)을 쳤다. 한동안 최대 흥행 영화로 기네스북에 실렸으며 이는 타이타닉이 나올 때까지 깨지지 않았다.",223.731,/qUA5lGAXzgr9UDKvUreiLOGa9fM.jpg,1983-05-25,스타워즈 에피소드 6: 제다이의 귀환,False,7.894,15204
False,/ibianpvL865w7rBPAg3sPlEXUyh.jpg,"[35, 10749]",339404,en,The Layover,"친한 친구인 두 싱글 여성이 함께 여행을 떠난다. 그러나 그들이 탄 비행기는 허리케인으로 갑작스레 항로를 바꿔 세인트 루이스에 경유하게 되고, 그곳에서 어느 새 남자 한명을 두고 경쟁하고있는 자신들을 발견한다.",225.296,/kb9osnqanXRpkpm1bnSqAhKoq5T.jpg,2017-09-01,더 레이오버,False,5.4,677
False,/zqLSQ40LY30ClFk6uw9IEcoPAny.jpg,"[27, 9648, 53]",298250,en,Jigsaw,도심 한복판에서 사람들이 한 명씩 살해 된 채 곳곳에서 발견된다. 모든 수사 결과와 증거는 이미 사망한 존 크레이머 일명 직쏘를 범인으로 지목하는데…,213.759,/7cI6V7M6S64o9VGZYTIQCcACAsT.jpg,2017-10-25,직쏘,False,6.2,3533
False,/4OTYefcAlaShn6TGVK33UxLW9R7.jpg,"[28, 35, 12, 53]",476669,en,The King's Man,"역사상 최악의 폭군들과 범죄자들이 모여 수백만 명을 학살하기 위한  전쟁을 모의하는 급박한 상황 속, 그들을 막아야 하는 한 사람이 있다. 비밀에 쌓여 있던 독립 정보 기관 ‘킹스맨’의 탄생을 확인하라!",234.049,/vOai6V9hsIqZu15zDKydPmzu4EN.jpg,2021-12-22,킹스맨: 퍼스트 에이전트,False,6.764,4267
False,/trru8Agn7wdLNzzL05L8ZzO9Mmt.jpg,"[12, 53, 18]",1145857,es,Valle de sombras,,145.697,/fxmHrv2dCSoULvkT3jfStNKJeOw.jpg,2023-12-29,Valle de sombras,False,6.353,17
False,/87wqeMeUeMRLjsE1IWNKJcPlpuC.jpg,"[18, 10749]",289,en,Casablanca,"2차 대전으로 어수선한 프랑스령 모로코, 미국인인 릭(험프리 보가트)은 암시장과 도박이 판치는 카사블랑카에서 카페를 운영하고 있다. 어느 날 미국으로 가기 위해 비자를 기다리는 피난민들 틈에 섞여 레지스탕스 리더인 라즐로(폴 헨라이드)와 아내 일자(잉그리드 버그만)이 릭의 카페를 찾는다. 일자는 릭의 옛 연인이었다. 라즐로는 릭에게 미국으로 갈 수 있는 통행증을 부탁하지만 아직도 일자를 잊지 못하는 릭은 선뜻 라즐로의 청을 들어주지 못한다. 경찰서장 르노와 독일군 소령 스트라세는 라즐로를 쫓아 릭의 카페를 찾고, 결국 릭은 라즐로와 함께 일자를 떠나보내는데...",193.334,/2y4FgbomoL5Aa9EGM3dqDEvvDdT.jpg,1943-01-15,카사블랑카,False,8.161,5204
False,/iaNoLnnpQb5SNxGc4bkQmdCvEdG.jpg,"[16, 10751, 35, 14, 12]",809,en,Shrek 2,"더 크고 신나는 세상! ""겁나먼"" 왕국에서 펼쳐지는 끝없는 상상!  꿈결같은 허니문에서 돌아온 슈렉과 피오나. 이 행복한 녹색 커플은 ""겁나먼"" 왕국의 왕과 왕비인 피오나의 부모님으로부터 초청장을 받는다. 드디어 도착한 왕국에는 모든 시민들이 기대에 부풀어 그들을 기다리고 있는데... 덜리는 맘으로 슈렉이 모습을 드러내는 순간, 멋진 왕자를 기대했던 모든 이들은 기절초풍! 초록색이 되어버린 공주는 말할 것도 없이 말이다. 발칵 뒤집힌 ""겁나먼"" 왕국. 이제 이 충격적인 사건을 해결하기 위해 만만치 않은 강적들이 속속 등장한다. 업계 1위의 괴물 전문 킬러 '장화신은 고양이', 퍼펙트한 외모의 왕자 '프린스 챠밍', 신비한 힘을 가진 요정 대모까지. 성가신 건 질색인 슈렉에게 터져버린 대형 사고! 또 다시 의도하지 않은 사건에 휘말린 슈렉 패밀리 앞에 상상할 수 없는 예측 불허의 모험들이 펼쳐지는데...",187.704,/bKuxUsI1djrCQA7EeGnwbl5RQNB.jpg,2004-05-19,슈렉 2,False,7.267,11855
False,/6188iOmUAitGThYUjyx20fO4LJd.jpg,"[12, 18]",20766,en,The Road,"하루아침에 잿더미로 변해버린 세계, 식량은 바닥났고 사람들은 서로가 서로를 두려워하며 죽이거나 죽는 상황에서 살아남은 아버지와 아들은 굶주림과 혹한을 피해 남쪽으로 길을 떠난다. 그곳이 무엇을 약속하는 땅인지는 알 수 없다. 그래도 가야 한다. 한순간도 쉽지 않다. 사람을 뜯어먹는 잔인한 무리를 만나는가 하면, 먹을 것이 풍부한 지하 대피소를 발견한다 해도 안전을 위해 곧 떠나야 한다. 무섭다며 자신의 품을 파고 드는 아들(코디 스미스 맥피) 때문에 아버지(비고 모텐슨)는 카트에 실린 약간의 물과 기름, 식량을 누군가에게 뺏기지 않을까 한 순간도 방심할 수 없다. 그들은 과연 따뜻한 남쪽 바닷가에 무사히 도착할 수 있을까?",182.452,/Oa7sOgku2QmTNh6gwBnnkNQwCf.jpg,2009-11-25,더 로드,False,7.006,3667
False,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,"[16, 35, 10751, 12]",14160,en,Up,"평생 모험을 꿈꿔 왔던 칼 할아버지는 재개발 공사 현장의 인부를 실수로 다치게 하고 집을 빼앗길 위기에 처한다. 그 동안 미뤄 왔던, 먼저 세상을 떠난 아내와의 약속을 지키기 위해 그는 수천 개의 풍선을 매달아 집을 통째로 남아메리카로 날려 버린다. 하지만 이 위대한 모험에 초대 받지 않은 불청객이 있었으니, 바로 황야의 어린이 탐험가 러셀. 우여곡절 끝에 도착한 남미에서 칼은 어린 시절의 우상이었던 위대한 모험가 찰스 먼츠를 만나게 되는데... 그들은 과연 남미의 잃어버린 세계에서 사라져 버린 꿈과 희망, 행복을 다시 찾을 수 있을까?",169.247,/lL2WzkjLZP0RkPgUhybBjb9x9SL.jpg,2009-05-28,업,False,7.958,19617
False,/o1djbehesYSVlmvGxeqqTaRVCyS.jpg,"[28, 12, 18]",664,en,Twister,"1969년 6월 조는 트위스터, 즉 토네이도의 회오리 바람에 아버지가 날아가는 것을 목격한다. 그로부터 어른이 된 조는 아버지를 앗아가버린 토네이도를 쫓아 이를 연구 분석하며 확실한 예보를 할 수 있는 시스템을 개발하여 인명을 구하고자 한다. 그녀의 가장 든든한 파트너는 빌이지만 그는 조와 이혼 수속을 밟으려 조를 마지막으로 찾게 된다. 그러나 이들 앞에 토네이도가 연속으로 나타나게 되고 그에 동화되어 버린 빌은 자신의 약혼녀인 멜리사와 함께 조의 연구팀을 뒤따르게 되는데...",155.383,/kACPzrj5ehAyNMRuOeWkWSCM4wt.jpg,1996-05-10,트위스터,False,6.487,3079
False,/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,"[16, 35, 14, 12, 10751]",808,en,Shrek,"성 밖 늪지대에 사는 엄청나게 못생기고 무지무지 큰 괴물 슈렉. 지저분한 진흙으로 샤워를 즐기고 동화책은 화장실 휴지 삼아 쓰는 그는 혼자만의 시간을 즐긴다.  그러던 어느 날, 자신만의 고요한 안식처에 백설공주, 신데렐라, 빗자루를 타고 다니는 마녀, 피리부는 아저씨, 피터팬, 피노키오 등등.. 동화속의 주인공들이 모두 쳐들어온다. 그 중에서도 가장 귀찮은 건 쉴새없이 떠들어대는 당나귀 덩키. 알고보니 얼굴이 몸의 반을 차지하는 1m도 안되는 숏다리 파콰드영주가 동화속의 주인공들을 다 쫓아낸것. 결국 슈렉은 파콰드영주와 담판을 지으러 떠난다.  하지만 일은 이상하게 꼬여 결국 파콰드영주 대신 불뿜는 용의 성에 갇힌 피오나 공주를 구하러 떠나게 되는데..",175.821,/hABnmgdAU3u6Nu61b9GUGaOseVl.jpg,2001-05-18,슈렉,False,7.741,16544
False,/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg,"[28, 878, 12]",399579,en,Alita: Battle Angel,모두가 갈망하는 공중도시와 그들을 위해 존재하는 고철도시로 나누어진 26세기. 고철 더미 속 모든 기억을 잃은 채 깨어난 알리타는 마음 따뜻한 의사 이도의 보살핌으로 새로운 삶을 시작한다. 이도는 사이보그인 알리타에게 특별한 과거의 비밀과 영혼이 존재한다는 사실을 깨닫고 미스터리한 과거로부터 그녀를 지키고자 한다. 한편 새로운 친구 휴고는 알리타가 위험한 고철도시를 헤쳐나갈 수 있는 방법과 함께 기억을 되찾도록 돕는다. 알리타가 자신의 과거에 다가갈수록 도시를 지배하는 악랄한 세력들이 그녀를 노리며 제거하려고 하는데...,133.714,/bvlSmyZY4mXpbxDxCZZrcykSrKS.jpg,2019-01-31,알리타: 배틀 엔젤,False,7.231,8830
False,/zMtBbNhROxPf0urHSBoZUnqJEwT.jpg,"[16, 10751, 10402, 14, 35]",901362,en,Trolls Band Together,"전 세계 모든 트롤을 열광케 했던 최고의 아이돌 그룹 ‘브로존’. 역대급 무대 실수와 형제 간의 불화로 결국 해체한 뒤, 모두에게 잊혀 간다. 그러던 어느 날, ‘브로존’의 황금막내 ‘브랜치’는 메인보컬 ‘플로이드’가 슈퍼스타 ‘벨벳’과 ‘비니어’에게 잡혀 재능을 빼앗기고 있다는 소식을 듣는다. 그를 구하기 위해서는 흩어져 있는 ‘브로존’을 재결합하고 완벽한 화음을 되찾아야 하는데… 12월, 가장 짜릿한 컴백 무대의 시작!",136.705,/qzgEPduJyQ6RkgMdn4nbjdKUYJM.jpg,2023-10-12,트롤: 밴드 투게더,False,7.342,756
False,/1R6cvRtZgsYCkh8UFuWFN33xBP4.jpg,"[28, 53]",545609,en,Extraction,세계에서 가장 위험한 도시로 납치된 의뢰인의 아들을 구하기 위해  전직 특수부대 출신 용병이 거대 범죄 조직에 맞서 벌이는 리얼 액션 구출극.,130.306,/rCcL0gv0frDkGLktAbmaAsz7TX6.jpg,2020-04-24,익스트랙션,False,7.341,5838
False,/xJeQY8MFLPMjtMcCxQKL2jC7Sfw.jpg,"[14, 27, 10770]",41025,en,Gargoyles,,134.009,/74x0yhrNGUsAvggdE8beIEOnQrJ.jpg,1972-11-21,Gargoyles,False,5.7,46
False,/hlxduUs8y9icWGMzYCDLcYHEQ2u.jpg,[53],985939,en,Fall,내려갈 길이 끊겨버린 600미터 TV 타워 위에서  두 명의 친구가 살아남기 위해 펼치는 사상 최초의 고공 서바이벌 여기에서,125.594,/uyiALGPVtVsrTY4YHSq2osSYls5.jpg,2022-08-11,폴: 600미터,False,7.202,3598
False,/z97nIAAEPD0CFZvOnwoTheoKqEV.jpg,"[27, 28]",22450,en,Red Water,,133.039,/uezeMaxUfqhKzHU4JkqpSSHI639.jpg,2003-08-17,Red Water,False,4.0,51
False,/iEFuHjqrE059SmflBva1JzDJutE.jpg,"[16, 14, 28, 10749, 10751]",496450,fr,Miraculous - le film,마법 보석의 수호자로 인해 슈퍼히어로가 된 수줍음 많은 소녀와 인기 많은 소년. 정반대에 끌리는 두 사람은 서로에게조차 정체를 밝힐 수 없는데.,117.942,/kXKx1g5Rr8O3VZCOaHxLfHaBDDF.jpg,2023-07-05,"미라큘러스: 레이디버그와 블랙캣, 더 무비",False,7.706,806
False,/ceEx9V0sUiyL2rPc6G7rZXnVtd1.jpg,"[35, 18]",888768,de,Wochenendrebellen,,167.806,/n2Z7nZSKyYHlNtlRX8ynZpSL1R0.jpg,2023-09-28,Wochenendrebellen,False,7.638,29
False,/1GJvBE7UWU1WOVi0XREl4JQc7f8.jpg,"[28, 12, 35, 878]",607,en,Men in Black,뉴욕 경찰 에드워드는 용의자를 추적 중 그가 건물을 기어오르고 허공을 떠오르는 등의 장면을 목격한다. 용의자는 지구가 멸망할 것이라 주장하며 투신 자살을 하고 에드워드는 검은 양복을 입은 MIB요원 캐이를 만난다. 캐이는 에드워드의 탁월한 능력을 알아차리고 그를 비밀 요원으로 발탁한다. MIB는 지구인의 모습으로 살고 있는 외계인들을 감시하고 외계인의 정체를 보호하며 혹시라도 일반인이 그들이 외계인임을 알아차리면 기억 말소 장치를 이용해 외계인들을 보호한다. 그러나 사악한 바퀴벌레 외계인 에드가가 지구에 침투해 오면서 이민외계인들은 불안해 하는 등 동요하기 시작한다. 이 때 지구를 방문한 외교 사절이 암살당하는 사건이 발생해 은하계가 전면전에 돌입하자 지구는 멸망의 위기에 처한다. 지구를 지키고 우주의 평화를 지키기 위해 에드워드와 케이는 에드가와의 결전을 준비하는데...,130.487,/nWQNnOvrJJVrjLKKmmxieiivAWS.jpg,1997-07-02,맨 인 블랙,False,7.193,13343
False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,"[10749, 18]",537915,en,After,"대학 입학 후 첫 파티에 초대 받게 된 신입생 ‘테사’는 진실게임을 하던 중 키스 벌칙에 걸리고 만다. 상대는 학교에서 유명한 반항아 ‘하딘’. 키스를 앞둔 0.1초 전, 모두가 주목하는 그 순간 ‘테사’는 ‘하딘’의 입술을 거절하고 만다. 강렬했던 첫 만남 이후, 마치 새로운 세상을 발견한 듯 한번도 경험한 적 없던 감정에 눈을 뜨게 된 두 사람. ‘하딘’은 자신의 비밀 장소로 ‘테사’를 초대하고 이제 두 사람은 서로를 모르기 전으로 절대 되돌아 갈 수 없음을 알게 되는데…",117.166,/zTZ7Q9mAwBQoYaR8HgGbmBNp6AC.jpg,2019-04-11,애프터,False,7.134,8046
False,/vRfo7aDU9k10G1FUSixOCPbcBmr.jpg,"[35, 14, 10402, 10749]",25199,en,Teen Witch,,117.334,/51A71crqobviJRX2Ktl7JVROwdv.jpg,1989-04-28,Teen Witch,False,6.079,164
False,/rb5k7ARe6Q1UQVXv1lTUGMCZo42.jpg,"[27, 18]",1134562,en,The Woman Under the Stage,,87.758,/rtY8H5r35MRaWTgylrf9j1waKWi.jpg,2023-08-03,The Woman Under the Stage,False,0.0,0
False,/xj49X22pmh61fWBsveCkHtVtOBS.jpg,"[18, 36]",321697,en,Steve Jobs,"3번의 혁신을 선사한 프레젠테이션 무대 40분 전. 3개의 프레젠테이션은 1984년의 매킨토시, 1988년의 넥스트 큐브 그리고 1998년의 아이맥 론칭 행사로, 영화는 이들 프레젠테이션이 시작되기 40분 전의 상황을 생생하게 전한다. 누구와도 같은 시각으로 세상을 바라보지 않았던 스티브 잡스는 타협 없는 완벽주의로 인해 그의 주변 인물들과 심각한 갈등을 겪게 된다. 힘든 행사를 준비해가는 과정에서 스티브 잡스와 그의 천재 친구들이 서로를 질투하고, 그래서 다투고, 상처를 입는데...",110.022,/y5gy6unPBZbcNh1wN3Em6HSmYff.jpg,2015-10-09,스티브 잡스,False,6.772,4007
False,/zOTrkTIqpzxhSCPYHt28N53QoFB.jpg,"[99, 35]",438493,en,Becoming Bond,,101.32,/oRyVYIqegDB5rWjfloeu1Zgk332.jpg,2017-03-11,비커밍 본드,False,6.96,63
False,/ycbCUcuxAk0KlVaocMedsW8atoH.jpg,"[28, 878, 53, 80]",865,en,The Running Man,모든 사회조직이 ICS라는 폐쇄 회로를 통해 통제받는 2019년의 미국 경찰 비행사인 리처드(Ben Richards: 아놀드 슈왈츠네거 분)는 누명을 쓰고 '런닝 맨'에 강제 출전하게 된다. 런닝맨이란 당시 선풍적인 인기를 끌고 있던 TV 프로그램으로서 신체조직이 뛰어난 슈퍼맨과 죄수들이 격투를 벌이는 죽음의 오락 경기. 경기에서 승리하면 죄는 사면되고 특혜로 휴양지에서 안락한 생활을 보낼 수가 있다. 리처드는 초전자식 무기를 소유한 5인의 런닝맨과 차례차례로 치열한 격투를 벌인다.,108.158,/sMXFgIqwTFBNbzyYgx86HaI3zaF.jpg,1987-11-13,런닝 맨,False,6.533,2254
False,/2Koy6WwbtfCO7TGwG34mGcp8whd.jpg,[35],345922,en,Fist Fight,"주변에서도 유명한 막장고교의 졸업식날. 일명 '졸업반 난장 파티'라 불리는 졸업생들의 광란의 날이 벌어지게 되지만, 교실 반대편에서는 대규코 인력삭감이 이루어지고 있었다. 학교의 영어선생 캠벨 은 그날도 잘리지 않기 위해 자신의 목숨을 연명하고 있었지만, 과격한 교사 스트릭랜드 와 엮이게 되면서 그 꿈은 종잇조각이 되어버리고 만다. 설상가상으로 자신의 고자질로 스트릭랜드가 해고 될 처지에 놓이게 되고, 스트릭랜드는 남자답지 못 한 고자질 행위에 분노하며 캠벨에게 방과후 주자창에서 결투를 신청하게 된다. 누가 보아도 결말이 뻔히 예측되는 상황. 무너진 교권에 맞서 마지막 참교육을 실행하려는 스트릭랜드와 얇고 긴 교직생활을 원하는 캠벨의 대결에서 승리자는 누가 될 것인가?",106.633,/huRhv4IZDk2ds0DIDkI6uxdmb6J.jpg,2017-02-16,피스트 파이트,False,6.065,1203
