adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/7juAAIRi3p08pLAGULKSFOVl6yn.jpg,"[10749, 18]",409276,ko,착한 여비서의 목적,"The silent secret of the perfect woman.  Genius Consulting is a recruiting company that provides Board of Members of large corporates and professional talents to China. As the original secretary for Joo Yeong-cheol, CEO of the company went on her maternity leave, Ji-won, a new secretary is hired and starts filling the position.  All the employees welcome her who looks sexy at a glance, is capable of doing her job and also has a warm good personality.  On a rainy night, CEO Joo and his new secretary Ji-won have a brief beer break, while working until late at night in the office.",24.832,/zXLx1o1x8u5ZbV7jpCJwWMg7Byf.jpg,2016-05-20,What a Good Secretary Wants,False,5.0,6
False,/zfC6I4v7OQw5crVsl3DMA0BLgbj.jpg,"[28, 53]",140212,ko,내가 살인범이다,"A serial killer reappears 15 years after his murder spree with a book detailing his crimes. The resentful cop who failed to catch him before is assigned to protect him. The families of the victims plan revenge. And as the media circus spirals out of control, a masked man called ""J"" appears claiming to be the real killer.",18.005,/aA2WdIhq7e3grXFg6FZemRvbAIM.jpg,2012-11-08,Confession of Murder,False,7.2,283
False,/buRI0PF6uwsj4x6zfpymgKLGUyT.jpg,"[10749, 35, 18]",610249,ko,멍뭉이,"Min-soo is about to get married when his fiancée suddenly admits that she is allergic to dogs. Now the guy's best friend, the golden retriever Rooney, needs a new family. With the help of his cousin and social media, Min-soo starts looking for a new home for Rooney.",16.477,/ghKgNxBGH0VmliuaVW6K4xd95AL.jpg,2023-03-01,My♡Puppy,False,5.909,11
False,/7erihqLIEv193nUgsHbYlTiDu7h.jpg,[18],659390,ko,AV배우 츠보미 서울 첫 경험2,"Sunghoon, who runs a cafe, and his longtime friend, Hyunwoo, are close to Erica. But Erica comes to Seoul. Erica knows Sung Hoon as Hyun Woo. And Seonghoon’s friend Mijin, five people are misunderstanding and conflict begins.",20.243,/rO3DRJ2Yjd8z78ZJpufG5Z5kSlg.jpg,2019-12-13,AV Actress Tsubomi Seoul First Experience 2,False,0.0,0
False,/3gRvfpmPtBrJ5Xp6iLFyz7pJ06d.jpg,"[28, 36, 18, 10752]",436391,ko,군함도,"During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island 'Hashima Island' to mine for coal, attempt to escape.",15.14,/7Pn9IK13JHhB7vS5TSgz79cdLra.jpg,2017-07-26,The Battleship Island,False,7.201,241
False,/uXX9EW4u7bKdD1RCwTkAhZawZLg.jpg,"[18, 80]",606740,ko,소리도 없이,"Two guys who are working for cartels as cleaners get a request to monitor an 11-year-old kidnapped girl, but the situation gets worse when their supervisor gets killed.",18.426,/vQZ9xinTItmEmFIqfxJ8bKwOCOH.jpg,2020-10-15,Voice of Silence,False,7.5,79
False,/lnxXvGylX41RRTuSXIEM7P0eBYu.jpg,"[18, 53, 80]",57361,ko,황해,"A Korean man in China takes an assassination job in South Korea to make money and find his missing wife. But when the job is botched, he is forced to go on the run from the police and the gangsters who paid him.",19.464,/16Pkg2ChCdACbBKVIAPAZtLL6eb.jpg,2010-12-22,The Yellow Sea,False,7.36,465
False,/fhPrORpoeqxBUiO5s6KlF2DOlsq.jpg,"[18, 10749]",647162,ko,사랑후애,"Kim Sung-Joon (Park Si-Hoo) worked as a pilot, but after becoming in deaf in his right ear he has worked on the ground. He becomes desperate. Kim Sung-Joon then meets Eun-Hong (Yoon Eun-Hye) on a blind date. Even though he doesn't love her, he gets married to Eun-Hong. After their marriage, Sung-Joon treats Eun-Hong with indifference. Suddenly, Eun-Hong dies. Kim Sung-Joon soon learns for the first time about her real heart and her first love. Holding Eun-Hong's urn, he seeks out her first love.",24.29,/bx485pM8E9zcmlCDE9AWhmJt7XV.jpg,2016-05-14,After Love,False,0.0,0
False,/9wuEreEIhcnrIlYQsKz9RZOmR7y.jpg,[10749],704440,ko,배달노출2 : 초대남과 좋아죽는 와이프,"So-ra, a woman who lives day by day meeting conditions. Hyeon-soo, a man obsessed with women's scent. Upon Hyeon-soo's suggestion to sponsor her, So-ra maintains a lover-like relationship with him. Sora and Hyeon-soo as couples seduce men for fun, enslave them, and then destroys families. Once, while seeing a happy couple in a chicken restaurant, So-ra felt jealous and wanted to break that happiness. So-ra and Hyeon-soo decide to seduce the husband and brings him to their guest house after several delivery exposures. In the end, the couples swap together with Seok and Hyeon-jin at a chicken restaurant.  Can Sora's plan succeed to destroy ordinary couples?",22.634,/wv8PUm6dj594RlLOPJQyV64j2AR.jpg,2020-05-22,Pizza Dare 2,False,5.3,3
False,/ci8VXvLW40fKmr4bwBJCTxBCG1v.jpg,"[9648, 27, 53]",27428,ko,스승의 은혜,"Mi-ja, who has been taking care of a retired teacher, Ms. Park, invites several of her former students to her house 16 years after their graduation. Since the end of her teaching career, Park has been residing in the countryside, suffering from an illness while an ex-student, the kind and pretty Mi-ja cares for her.",16.721,/kTlqhcERlOwaWUV2e12yCTJ9ZeM.jpg,2006-07-25,Bloody Reunion,False,6.685,111
False,/nwhk3FW2k19CokUBZYWAvtNFIcK.jpg,"[35, 18]",589174,ko,담보,"A debt collector who looks intimidating, but actually has a warm heart, ends up becoming the guardian of a child, who has been left behind as collateral by her illegal immigrant mother.",13.741,/nNgeb1Jy18azKKDcUUdh1Hhkjbr.jpg,2020-09-29,Pawn,False,8.34,53
False,/4AMAfqTnYsYESpZwJ3eXAOKg4al.jpg,"[35, 80]",696047,ko,시민덕희,"After losing her laundry store to a fire incident, a single mom Duk-hee receives a call from a bank offering a generous upfront loan so she takes it right away. But soon after, she finds out that she has become a victim of a voice phishing scheme. Devastated, Duk-hee turns to the police for help, only to be more disappointed that there is no hope of retrieving her money. At the moment of despair, Jae-min, the phisher who tricked her, rings her phone once again to tip Duk-hee off about the criminal organization that locked him up and coerced him to make voice phishing calls from China. With that call, Duk-hee makes up her mind to investigate this case for herself and take a plane to China with her friends.",20.845,/h9Kdc6o7v3d7tVXyT6QndVYlaeD.jpg,2024-01-24,Citizen of a Kind,False,6.773,11
False,/fnA8T8cQKAKq8nlfonyMfJRQrLa.jpg,"[16, 12]",561974,ko,점박이 한반도의 공룡 2: 새로운 낙원,"Speckles, a ferocious tarbosaurus and his young son junior, mourning the loss of their family in an epic battle, roam the lands in search of food, adventure and peace. Under the watchful eye of his dad, Junior is growing up healthy and strong, but with an overconfidence thanks to his young age. After one encounter results in Junior being kidnapped, Speckles embarks on an adventure to the ends of earth to find his son. Encountering friend and foe, ally and enemy, Speckles will stop at nothing and will take on all corners to save his offspring.",14.8,/w6N6xJvvjY6pLxOnHz5yu9Z8quG.jpg,2019-12-25,Dino King: Journey to Fire Mountain,False,7.8,109
False,/86X09HCJo8s83s32H2Frz7G0jMx.jpg,"[10402, 99]",1063453,ko,방탄소년단: 옛 투 컴 인 시네마,"Join RM, Jin, SUGA, j-hope, Jimin, V and Jung Kook in this special cinematic cut, re-edited and remixed for the big screen. Watch new close-up angles and a whole new view of the entire concert, BTS Yet To Come in Busan. Featuring hit songs from across the group's career, including ""Dynamite,"" ""Butter"" and “IDOL,"" plus the first concert performance of ""Run BTS"" from the group’s latest album Proof.",15.243,/eWb45OsBHSO2t1j068bqDsPOGG9.jpg,2023-02-01,BTS: Yet to Come in Cinemas,False,8.108,83
False,/Ae2aDT7b1WXxQ9OiyqhuANHHo7X.jpg,"[53, 28, 18]",50090,ko,의형제,"Two spies share a secret bond, despite their loyalties. A North Korean assassin is sent to Seoul to kill a dissident, but instead he teams up with a South Korean agent in search for revenge.",14.399,/uLU1Gwq8xLUjBax2JI4G2JC85ML.jpg,2010-02-04,Secret Reunion,False,6.4,112
False,/eWWWcdZc4JdeboldJgNt7WTTYiI.jpg,"[28, 80, 53, 35]",77175,ko,퀵,A biker is forced to deliver a ticking time bomb by a mysterious caller who has put an explosive helmet on his ex-girlfriend.,10.784,/4iO3Kr48ka7RqIoQMkMHF7faEk8.jpg,2011-07-20,Quick,False,6.1,73
False,/w6tmeSYswho8EeP6C3Hl05psBab.jpg,"[18, 10749]",16447,ko,여자는 남자의 미래다,"As the first snow falls in Seoul, two old friends reunite; one is a successful college professor, and the other, a struggling filmmaker recently returned from the United States. After their reminiscences, they finally decide to go in search of the young woman each had romanced years earlier.",11.546,/3bovtjGw5XB3aDKaWkfYnCupBbI.jpg,2004-05-05,Woman Is the Future of Man,False,6.16,50
False,/2pbQTFIND3WLxdcqwJ3QIzJbjOc.jpg,"[80, 14, 27, 28, 53, 9648]",950253,ko,천박사 퇴마 연구소: 설경의 비밀,"For generations, the eldest son of the village has been the protector, but the current heir, Dr. Cheon, is a fake exorcist who doesn't believe in ghosts. Using his penetrating insight into people's minds, he performs fake exorcisms and resolves cases brought to him. However, Yoo-kyung, a client who can see ghosts, approaches him with an offer too tempting to refuse. With his assistant In-bae, Dr. Cheon heads to Yoo-kyung’s house, and gets involved in a series of strange phenomena. As they delve into the mysteries there, they uncover the secrets of a talisman known as ‘Seolkyung’...",15.164,/g4W8RsmWdDXFNMzOCd2DrLyvUsH.jpg,2023-09-27,Dr. Cheon and the Lost Talisman,False,5.982,28
False,/kUqS2CZfjTG0F5lRrfiHiuxBSTC.jpg,[10749],701944,ko,연애 : 엄마 친구,"Jung-sik and Dae-soo are twenty-year-old students. They haven't yet had their first time and all they talk about is sex. Since they are unable to seal the deal, they watch porn instead. One day, Min-jung, Jung-sik's mother's friend, moves in with them to stay until her divorce settles. She will make dreams come true.",14.523,/7FEi9nc1dpqNRULi03k5HdyTm7k.jpg,2018-07-10,Romance: Mother's Friend,False,5.0,2
False,/wU57MNkOTtCvLgEfJzTUIGFdvbc.jpg,"[53, 80]",529569,ko,목격자,An ordinary man witnesses a cruel murder and becomes entangled in circumstances out of his control.,11.079,/fxLYTY9HsnZtscMrKwkSG5PDww4.jpg,2018-08-15,The Witness,False,6.7,89
False,/7MOJOYvBmlKyqMBMikaFI5JyeOk.jpg,[10749],710692,ko,이모의 유혹 3,"Tae-hun, a young and sexy aunt and a nephew of the nephew, a college student full of desires, begins and imagines her own college life alone. As he enters, he sees the owner's mature body and beauty and is happy to board. One day while she was drooling while looking at her sexy aunt Kyung-suk on her immaculate skin, while she sneaked into her aunt's room, she saw her aunt on the Internet. After that, Tae-hoon solves her desire by looking at her aunt's friend, but Tae-hoon becomes increasingly eager for her. Min-wook confesses his concerns to his friend Min-wook, and Min-wook proposes to commit his aunt with his aunt's friend. Tae-hoon, who came back home, comforted himself while looking at his aunt's friend as usual, and suddenly opened Tae-hoon's visit and entered Kyung-suk! Can Taehoon really have sex with his aunt?",10.352,/mG3TnLnWsLNXxNCcJmrrfXEUFQ7.jpg,2020-05-22,Aunt's Temptation 3,False,7.3,16
False,/84bWZa16ALeGKcdmvKWv6Kvoohb.jpg,"[80, 18]",1007127,ko,댓글부대,"Journalist Sang-jin uncovers the existence of the so-called 'Troll Factory' while investigating an online public sentiment manipulation story, and is confronted with an unbelievable truth.",8.763,/1joLg8gwVTZe7tarh0isaWntdhQ.jpg,2024-03-27,Troll Factory,False,6.0,1
False,/58wiUqlNbuc1Y4LzgkTm2AcAppj.jpg,[18],574939,ko,사돈처녀,"Jang-hyeon is in the leasing business and he lives with his son Byeong-cheol. One day he gets a call from his daughter-in-law in the States that she's coming to Korea for a while and will be staying at Jang-hyeon's house.  Jang-hyeon goes to pick her up from the airport and Byeong-cheol calls his girlfriend for some mature fun, but the daughter-in-law walks in.",10.327,/gUCKYaIQnkc3ZU0kPhHljt9yHKM.jpg,2018-12-05,The Daughter-in-law,False,4.0,1
False,/up5RWtomMUZYAieW41BAbRgmf1y.jpg,"[18, 10749]",133573,ko,비밀애,"When her husband is left comatose after an accident, a distraught young bride develops an attraction to her spouse's identical twin.",10.719,/pTL9Z1EaOpgXSA8HvZX8gtHIlBN.jpg,2010-03-25,Secret Love,False,5.4,16
False,/4IMn2EqCBb4n4r6FODOP7fJQIdi.jpg,"[10402, 99]",1022102,ko,BTS: PERMISSION TO DANCE 온 스테이지 – LA,"Purple colors the city of Los Angeles, as BTS brings their ""Permission to Dance"" concert to SoFi Stadium for the first time in two years. In a stadium radiating anticipation and cheer, splendid performances from ""On"" to ""Permission to Dance"" glorify the stage that now comes to life on screen. Be united once again by the power of music.",10.233,/9pNGRpOOQpZtqMLncEcQDv86OkW.jpg,2022-09-08,BTS: Permission to Dance on Stage - LA,False,8.9,154
False,/kKsgEi6blsOpBn3SC2aOOenVXRB.jpg,"[80, 35, 28]",378348,ko,검사외전,"After a prosecution lawyer is framed and convicted for murder, he tries to catch the real murderer from jail with the help of a con artist.",10.423,/pA4MoUac4jlCbASIvkzB0YZ2RWu.jpg,2016-02-03,A Violent Prosecutor,False,7.0,101
False,/bb4zyqS2Lzzc9dpsJgsljawEUAV.jpg,[53],490176,ko,나를 기억해,A mystery crime thriller about a man who calls himself Master and sends mysterious texts with images of young women that they don't remember taking. A teacher and a former detective become involved in the escalating series of crimes.,11.546,/kzo8qyYhvmd39wqs2lqHxuZFR3c.jpg,2017-11-26,Marionette,False,7.5,22
False,/dLvHnCAqjg3J76cFdvQ5HGjcTFh.jpg,"[18, 10749]",33199,ko,후회하지 않아,"Sumin is an orphan trying to balance work in a factory with study at an art college and an evening job. One night, a rich young businessman makes an advance on him during one of his driving jobs.",12.302,/rbq5FXNMt3cgxvRZplYXhGTSW3R.jpg,2006-11-16,No Regret,False,5.8,32
False,/twFHOtbpfJVWHaIeBcaxxs0vduH.jpg,"[18, 35, 10749]",438376,ko,미스 푸줏간,"Soon-Ae (Seo-Young) opens a butcher's shop. The butcher's shop is popular due to its flavorful meat. Most of the store's customers are male. Meanwhile, man’s body is found at a hotel near the butcher's shop. The man was brutally murdered. Soon, more murders are found with similarities to the first murder. One day, Detective Kim (Kim Min-Jun) stops by the butcher's shop and meets Soon-Ae. Since then, Detective Kim keeps a watch on Soon-Ae.",9.062,/lMDijw34tZszRRDuUqJDJRD2HSS.jpg,2017-01-11,Miss Butcher,False,5.5,8
False,/s9D3hrAP3iy6OdRAwr3GIR80NzM.jpg,"[35, 10749]",22510,ko,누가 그녀와 잤을까?,"Strict teachers, all those hours inside four walls, all your desires and youthful energy repressed. School is an endless drag - until she comes along. Uhm Ji Young has a perfect body and metric tons of sex appeal, and she knows it. Needless to say, all the students go crazy, and the male teachers too! They should be preparing for the annual school festival, but they're all occupied with other matters.",11.174,/ghHZHWxlZy3I42ych3Js5d9BFkD.jpg,2006-11-16,Hot for Teacher,False,5.6,21
False,/pdK32D76DV8KS2630UaoBdmG0xo.jpg,"[18, 878]",750380,ko,피원에이치: 새로운 세계의 시작,"The story of boys who are scattered in the past, present, and future to find the star of hope in order to save the Earth which is devastated by a virus spread by a group of evil.",9.727,/rfyD9ZtNx3kwQnGfGgz0fqUioQK.jpg,2020-10-08,P1H: A New World Begins,False,5.929,7
False,/cHDaR8kaFzZPLaI1GdpqxW0Z8yb.jpg,"[35, 18, 10749]",30843,ko,서양골동양과자점 앤티크,"Jin-hyeok opens a cake shop in an old antique shop, hiring Seon-woo, Korea's best pastry chef, who fell in love with him in high school. Also there, are Su-young, crushing on Seon-woo, ex-boxer Ki-beom, and Seon-woo's French ex-boyfriend.",10.133,/wtjJAFaHL5GEzOzHZaCKI9TjyN6.jpg,2008-11-13,Antique,False,6.4,55
False,/xhFHmCQOhQEed3wHHnmVuaoFcwO.jpg,"[53, 35, 80, 18]",26781,ko,거북이 달린다,"Jo Pil-seong, a rural detective with a gambling addiction, is on the brink of losing his job when he has his gambling winnings stolen by an escapee convict. Jo Pil-seong sets out to catch the fugitive and retain his money and dignity.",8.944,/m9MxIBc4Oq4CgY0jHjOZZDDk2r2.jpg,2009-06-11,Running Turtle,False,6.5,33
False,/wHgsk3A7bgoHyIBwcI3aA75PYhc.jpg,"[18, 9648, 53]",36353,ko,Stratosphere Girl,"Angela is a French art student living in Germany who loves to draw comics and creates elaborate tales drawn in a soft and romantic style. One night, Angela meets Yamamoto, a club DJ from Japan, who invites her to come to Tokyo with him. Infatuated with Yamamoto, Angela impulsively agrees, and is soon sharing an apartment with a handful of Western expatriates who work at a nightclub where Japanese businessmen drink, sing karaoke, and date the ""hostesses"" for a fee.",13.332,/9py79VKVeDLMV6wxutXo2MbTjrl.jpg,2004-09-09,Stratosphere Girl,False,5.6,21
False,,[10749],1016019,ko,나만의 완벽한 섹스토이,"In a future society where AI robots are developed, an ordinary Sook-hee holds installment savings account to replace her ideal type with a toy that is impossible in reality. Finally, the maturity day of her installment savings! The toy dealer who came shows perfect visual toys such as handsome men and muscular men and gives her a three-day test drive.",8.924,/slw4sQs57qO8PpQZzEqsvBcPGZw.jpg,2022-05-30,My Only Perfect Sex Toy,False,0.0,0
False,/6gNWAfrQuHvFBwoGfYNUNjTzRng.jpg,"[80, 18]",571078,ko,돈,Get caught up in the tale of a new stock broker who dreams of becoming rich. Those dreams make him susceptible to a stock market scam that threatens to get him in trouble.,8.572,/2E3DwfiKssVWlRfFkps82PYk8Qj.jpg,2019-03-20,Money,False,6.87,23
False,/jwQcqZ5tIjkhK4nzbuOngIzcY9m.jpg,"[27, 10402, 9648]",74860,ko,화이트: 저주의 멜로디,"When each member of Pink Dolls falls into a horrible accident, Eun-ju realizes that their hit song ""White"" is cursed and attempts to reveal the secret.",8.635,/qZ6M8fms7vRfTBQR3VJ8O7kPuPL.jpg,2011-06-09,White: Melody of Death,False,6.3,76
False,/wt1CVgqkXJLTU28Se1g3HbyZBQq.jpg,"[36, 18]",453992,ko,박열,"Based on the life of the Korean anarchist Park Yeol, the film shows his struggle to counter the massacre of Koreans by the government during the 1923 great Kanto earthquake, focusing on his activities as the leader of the anti-Japanese organization Bulryeongsa and his relationship with Japanese comrade Fumiko Kaneko.",9.675,/8KXB46zmGd6WAf3T9oQK5j1I6Ce.jpg,2017-06-28,Anarchist from Colony,False,7.4,28
False,/fuuyu5OxInQuJOD11HVHVeROv8b.jpg,"[28, 18, 10749]",81460,ko,푸른소금,A young assassin is sent to kill a retired mob boss. But things get complicated when she begins to like him.,10.498,/uzotD4t8W14mEsRZlcJ1X2x6fPb.jpg,2011-08-31,Hindsight,False,6.563,56
False,/ptxLaDi1XrtBFZfkyzizlIflIX8.jpg,[35],131926,ko,몽정기 2,"17 year-olds Sung-eun, and Mi-sook are always curious about sexual matters that nobody teaches them about. One day, new teacher Bong-gu, a handsome and well bred stud,arrives at school and begins to teach their class. He becomes an object to watch and study. Bong-gu, although he seems fine on the outside, suffers from an unknown illness that makes him fart whenever he feels aroused. Three girls learn about this and they go on a mission to make him fart.",8.849,/5jB7LxZl5Fv6uNd6UeRp5JYx5ON.jpg,2005-01-14,Wet Dreams 2,False,5.9,10
False,,[10749],938091,ko,미용실 : 특별한 서비스 5,"Jimin, who runs a hair salon alone in a recession, hears about Min-woo, who comes as a customer one day, and changes his sales strategy to hire a new employee. What are trade secrets?",10.289,/vksJwa9P7O2otzqRKe8qDRGQYPK.jpg,2021-03-08,Beauty Salon: Special Service 5,False,0.0,0
False,/qEKkA07NBx2FPpciIXZQrTkEvXi.jpg,"[16, 53, 18]",91088,ko,돼지의 왕,"After his business goes bankrupt, 30 something Kyeong-Min kills his wife impulsively. Hiding his anger, he seeks out his former middle school classmate Jong-Seok. Jong-Seok now works as a ghostwriter for an autobiography, but he dreams of writing his own novel. For the first time in 15 years they meet. Kyeong-Min and Jong-Seok both hide their own current situations and begin to talk about their middle school days.",9.073,/o93tMT3eyeOXBZ8F8TiGQWUq3Ta.jpg,2011-11-03,The King of Pigs,False,6.1,69
False,,[18],1251610,ko,리얼돌의 목적,,7.066,/8NcrTwkKIFOnpXVGnHiLPhzOqf8.jpg,2023-09-26,리얼돌의 목적,False,0.0,0
False,/fM5W9e57B4DoutCPnbPgSjOmApc.jpg,"[35, 28, 80]",38963,ko,바르게 살자,"The chief of Sampo City Police Office, Seung-u, organizes a simulation of a bank robbery, but a by-the-book cop gets too caught up in the role playing in which the simulation doesn't go the way he had anticipated.",7.26,/gBX9cpJ6MNuYiLpAfP2Du7MgWXN.jpg,2007-08-18,Going by the Book,False,7.4,68
False,/fvfUVgpi0KGljEuRborNaYcpft.jpg,"[14, 18]",446138,ko,어느날,"A man, who witnessed his wife's suicide, gradually cures his emotional scars through a fateful encounter with the spirit of a woman in coma.",6.591,/anrjtPUUJEvB6BQRMQB4g3YIufB.jpg,2017-04-05,One Day,False,7.0,21
False,/aKU7WuyiQ9DI2u6QLu9AwDoGC9j.jpg,[18],95482,ko,초록물고기,"Returning home and finding his town drastically changed, a former soldier falls in with gangsters.",8.121,/td3XJKc0fpvdkDQIGgXJEPsEj8r.jpg,1997-02-07,Green Fish,False,7.027,56
False,/1LypzdyfUOxSfuJk5S5hiXORDn3.jpg,[18],103753,ko,다른 나라에서,"Three French women visit the same holiday resort in Korea and their lives intersect to form a web of lust, love and confusion.",8.676,/k3yhKHTkMzmgHyN5uArZNqxNoq.jpg,2012-05-30,In Another Country,False,6.2,105
False,/p1xsYBfrNVZOCJ7MZOh9riSHiQp.jpg,[10749],682914,ko,동갑내기엄마,"Joon-soo was dumped suddenly by his girlfriend Sung-eun and is surprised by his father’s news of re-marriage. What’s even more surprising is that his step-mother to be in his ex-girlfriend Sung-eun.  This is unacceptable and Joon-soo is in pain until a mysterious woman named Minki appears in front of him. She knows about him and his real mother. She tells him good things will happen to him and leaves after giving him a frame with a picture of a cat. A sexy woman appears the next day and comforts him, making his step-mother jealous.  Will Joon-soo get over his ex-girlfriend? Or will they get back together.",9.664,/amLbZytRh13oiqDLPd010vyvKQS.jpg,2018-11-22,My Ex is My Stepmom,False,0.0,0
False,/iUgvTjYY8rjQ5omQmVmHrt7iWxj.jpg,"[35, 10749]",329253,ko,장수상회,"Sung-chil works at the Jang-soo Store which is owned by Jang-soo. Sung-chil is stubborn and has a bad temper, but he changes after meeting Geum-nim. Geun-nim runs a flower shop and her daughter Min-jung does not like her meeting Sung-chil.",7.436,/zOaSxeHzzDym3Qsxwi3fF6myfT5.jpg,2015-04-09,Salut d'Amour,False,7.9,18
False,/nl3gaVAS1NgIEu3QL1EM23bbM4I.jpg,"[28, 35]",747984,ko,불어라 검풍아,"Yeon-hee always had dreams of becoming a heroine. Now in her late 20s, she is transported from a movie set to a parallel world where she gets the chance to live her dream.",7.384,/lUgr4a9tgLbpq4C3Xy9Ecty2q9S.jpg,2020-10-24,Slate,False,6.333,33
False,/xATXk0mb6qTLLhVYQ49HgahM2Xa.jpg,"[18, 9648]",145501,ko,배니싱 트윈,"Yu-jin is very excited at the news of her sister's returning home. Her sister, Seung-jin, is supposed to come with her husband, Jin-ho. However, Jin-ho tells Yu-jin that Seung-jin committed suicide. Jin-ho seduces the upset Yu-jin, and Yu-jin's husband suspects that Yu-jin and Jin-ho have an affair. But Yu-jin cannot believe that her sister is dead. Yu-jin meets a man who has the same email ID ad her sister.",8.674,/bNjbtjfh9SdoB4prX3uLVFIfxvi.jpg,2000-09-23,Vanishing Twin,False,4.0,2
False,/noqDRv62YN0ZFWgJoRjKsEqVNUv.jpg,[35],48828,ko,울학교 이티,"Sung geun, a physical education teacher, is at risk of losing his job when the school decides it needs an English teacher instead of a PE teacher. Therefore, he starts to devise a plan to change his job as an English teacher.",7.375,/liAvukYQ5YgB41LkCA7975WBcmL.jpg,2008-09-11,Our School's E.T.,False,6.4,9
False,/umjwd0vRZcQJ9Uzm7BMAT6bhZJ7.jpg,[18],527436,ko,허스토리,A true story of a six-year-long legal conflict of 10 comfort women and 13 attorneys against 200 Fukuoka supporters association.,4.354,/20xxhZN7d2eQMMvtfH0BQrCoHOm.jpg,2018-06-27,Herstory,False,8.8,15
