adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/3myXJx5wwEn1s6O95C4Vw6l5ZUk.jpg,"[35, 80]",337404,en,Cruella,"재능은 있지만 밑바닥 인생을 살던 에스텔라는 우여곡절 끝에 런던에 오게 된다. 그곳에서 운명처럼 재스퍼와 호레이스를 만난 에스텔라는 뛰어난 패션 감각을 이용해 완벽한 변장과 빠른 손놀림으로 런던 거리를 싹쓸이한다. 도둑질이 지겹게 느껴질 때 쯤, 꿈에 그리던 리버티 백화점에 들어가게 된 에스텔라. 그곳에서 런던 패션계를 꽉 쥐고 있는 남작 부인을 만나 충격적 사건을 겪게 되며, 에스텔라는 런던 패션계를 발칵 뒤집을 파격 아이콘 크루엘라로 새롭게 태어나게 되는데...",84.583,/ejnSfKiUgqyiqdiLMc1wGAwvyTN.jpg,2021-05-26,크루엘라,False,8.027,8977
False,/2vq5GTJOahE03mNYZGxIynlHcWr.jpg,"[18, 28, 36]",359724,en,Ford v Ferrari,"1960년대, 매출 감소에 빠진 포드는 판매 활로를 찾기 위해 페라리와의 인수 합병을 추진한다. 막대한 자금력에도 불구, 계약에 실패하고 엔초 페라리로부터 모욕까지 당한 헨리 포드 2세는 르망 24시간 레이스에서 페라리를 박살 낼 차를 만들 것을 지시한다. 지옥의 레이스로 불리는 르망 24시간 레이스. 출전 경험조차 없는 포드는 대회 6연패를 차지한 페라리에 대항하기 위해 르망 우승자 출신 자동차 디자이너 캐롤 셸비를 고용하고, 그는 누구와도 타협하지 않지만 열정과 실력만큼은 최고인 레이서 켄 마일스를 자신의 파트너로 영입하는데...",131.186,/wBUoWL4z0nsvC9cYT3VCc74X3jE.jpg,2019-11-13,포드 V 페라리,False,8.005,7563
False,/76LpPdXtCf4WxWDagVT2YcF4e9g.jpg,"[10752, 28, 18, 36]",530915,en,1917,제1차 세계대전이 한창인 1917년 4월 6일. 독일군에 의해 모든 통신망이 파괴된 상황 속에서 서부전선의 영국군 병사 스코필드와 블레이크에게 하나의 미션이 주어졌다. 독일군의 함정에 빠진 영국군 부대의 수장 매켄지 중령에게 에린무어 장군의 공격 중지 명령을 전달하라는 것. 블레이크는 데본셔 연대에 있는 형을 구하기 위해 기꺼이 임무를 수행한다. 동료인 스코필드는 처음엔 당황스러워하지만 이내 1600명의 동료들을 구하기 위해 전쟁터 한가운데를 가로지르는 여정에 동참한다.,59.934,/u2oRQqUashBBIj5UNeOd5TN0bmB.jpg,2019-12-25,1917,False,7.994,11930
False,/6zbKgwgaaCyyBXE4Sun4oWQfQmi.jpg,"[28, 53]",615457,en,Nobody,"비범한 과거를 숨긴 채 남들과 다를 바 없는 평범한 일상을 사는 한 가정의 가장 ‘허치’ 매일 출근을 하고, 분리수거를 하고 일과 가정 모두 나름 최선을 다하지만 아들한테는 무시당하고 아내와의 관계도 소원하다. 그러던 어느 날, 집안에 강도가 들고 허치는 한 번의 반항도 하지 못하고 당한다. 더 큰 위험으로부터 가족을 지키기 위한 선택이었는데 모두 무능력하다고 ‘허치’를 비난하고, 결국 그동안 참고 억눌렀던 분노가 폭발하고 만다.",299.756,/oXQtH8O7pCvXaDKGB8OAjiPVDi5.jpg,2021-02-26,노바디,False,7.971,6721
False,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,"[16, 35, 10751, 12]",14160,en,Up,"평생 모험을 꿈꿔 왔던 칼 할아버지는 재개발 공사 현장의 인부를 실수로 다치게 하고 집을 빼앗길 위기에 처한다. 그 동안 미뤄 왔던, 먼저 세상을 떠난 아내와의 약속을 지키기 위해 그는 수천 개의 풍선을 매달아 집을 통째로 남아메리카로 날려 버린다. 하지만 이 위대한 모험에 초대 받지 않은 불청객이 있었으니, 바로 황야의 어린이 탐험가 러셀. 우여곡절 끝에 도착한 남미에서 칼은 어린 시절의 우상이었던 위대한 모험가 찰스 먼츠를 만나게 되는데... 그들은 과연 남미의 잃어버린 세계에서 사라져 버린 꿈과 희망, 행복을 다시 찾을 수 있을까?",169.247,/lL2WzkjLZP0RkPgUhybBjb9x9SL.jpg,2009-05-28,업,False,7.958,19617
False,/8lBcqakI3F19NWkXdqE0M8W76b9.jpg,"[28, 18, 36, 10752]",197,en,Braveheart,"13세기 말, 스코틀랜드 왕이 후계자 없이 죽자 잉글랜드는 왕권을 요구하며 스코틀랜드에 포악한 정치의 그림자를 드리우기 시작한다. 윌리엄 월레스(멜 깁슨)는 폭정을 피하여 멀리 보내져 양육된다. 그가 성장하여 고향에 돌아왔을때 스코틀랜드는 여전히 잉글랜드의 군주 롱생크(패트릭 맥구한)의 핍박과 탄압에 시달리고 있었다. 그는 운명적인 사랑의 여인 머론(캐서린 맥코맥)을 만나 결혼하지만, 잉글랜드의 폭정에 머론은 잔인하게 처형된다. 월레스는 머론의 복수를 다짐하고, 하나 둘씩 모여드는 스코틀랜드 사람들을 모아 용맹과 투지로 무장한 저항군의 지도자가 되는데...",61.463,/3aEg4uxWUJsd1Mcx6TaQAlxZiyZ.jpg,1995-05-24,브레이브하트,False,7.94,9777
False,/l2iY1AgqQ8dEa3FtWkN5TQ5aVbU.jpg,"[53, 9648]",1092,en,The Third Man,"2차 대전 직후 미국의 소설가 홀리 마틴스는 친구 해리의 연락을 받고 빈에 도착한다. 그를 반긴 것은 해리가 교통사고로 죽었다는 소식. 홀리는 친구의 애인 안나를 만나고 해리가 가짜 페니실린을 밀매했다는 혐의로 연합군의 추적을 받아왔음을 알게 된다. 친구의 죽음을 의심하던 홀리 앞에 홀연히 나타나는 해리. 홀리는 가짜 페니실린으로 고통받는 사람들을 접하고 해리를 체포하려는 칼로웨이 소령에게 협조하기로 결심한다. 그레이엄 그린의 원작 소설을 영화로 만든 작품.",80.798,/oIF3l7Dxp7Eyye10BNyM611wtKa.jpg,1949-08-31,제3의 사나이,False,7.9,1763
False,/78F8cn6EXum1zpukF3HTNI8W0EA.jpg,"[16, 18, 35]",13398,ja,東京ゴッドファーザーズ,"까칠한 아저씨 긴과 여자를 꿈꾸는 남자 하나, 십대 가출 소녀 미유키는 하루하루 대충~살아가는 홈리스들. 흰 눈이 내리는 화이트 크리스마스에도 언제나처럼 쓰레기를 뒤지던 그들은 버려진 아기 ‘키요코’를 발견하게 된다. 키요코가 하늘이 보내준 천사라 생각한 홈리스 트리오는 아기천사에게 따뜻한 집을 찾아주겠다는 불타는 사명감으로 길을 나서는데...",23.132,/jsu6iZwbaa6NxyrwyNl1XL6JUZb.jpg,2003-12-05,크리스마스에 기적을 만날 확률,False,7.914,1198
False,/nofXR1TN1vgGjdfnwGQwFaAWBaY.jpg,"[35, 18, 10749, 10402]",313369,en,La La Land,"차들로 빽빽이 들어찬 LA의 고속도로. 거북이 걸음이던 도로가 뚫리기 시작하지만 미아 지금 손에 든 연기 오디션 대본을 놓지 못한다. 세바스찬은 경적을 누르며 미아를 노려보고는 사라진다. 악연의 시작. 이후 미아는 감미로운 피아노 선율에 이끌려 재즈바로 향하는데, 연주자가 바로 세바스찬이다. 미아가 세바스찬에게 인사를 건네려고 다가가던 순간은 하필 그가 재즈바의 레퍼토리를 무시하고 연주한 탓에 해고된 직후. 세바스찬은 인사를 건네려 다가온 미아를 쌩하니 스쳐 지나가버린다. 세 번째로 두 사람은 파티에 온 손님과 출장 밴드의 키보드 연주자로 다시 만나는데...",65.538,/ad9ndytwOckyShSc0A6tx1rZRkW.jpg,2016-11-29,라라랜드,False,7.902,16323
False,/rcEUuRtr0dFL078bNeXL8pQqrMK.jpg,"[18, 27, 53]",827,fr,Les Diaboliques,"자신의 아내인 크리스티나의 돈으로 구입한 기숙사 학교의 교장 노릇을 하고 있는 미셸 들라살은 아내에게 폭행과 모욕을 일삼는 잔혹하고 인색한 사람이다. 한때 수녀이기도 했던 여리고 착한 여자인 크리스티나는 그런 남편의 구박에 하루도 편할 날이 없다. 그러던 어느 날, 미셸의 정부이자 학교 선생인 니콜 오르네가 크리스티나를 찾아와 미셸을 함께 살해하자고 제안한다. 둘은 학기 중 쉬는 기간을 이용해 니콜의 고향으로 가 이혼하고 싶으니 돈을 돌려달라는 말로 미셸을 유인한다. 격분한 미셸이 달려오고, 두 여자는 독이 든 와인을 마시게 해 쓰러진 미셸을 욕조에 빠뜨려 익사시킨다. 그리고 미셸이 술에 취해 사고로 익사했다고 만들기 위해 학교로 돌아와 시체를 수영장에 던져버린다. 하지만 미셸의 시체는 떠오르지 않고, 크리스티나는 점점 불안과 공포에 시달리게 된다. 결국 크리스티나는 수영장의 물을 다 빼내고 시체를 확인하기로 한다. 그러나 시체는 감쪽같이 사라져 버리고 없다. 그때부터 미셸이 입고 있던 옷이 세탁소에서 배달되는 등 미셸이 살아있다고 믿어질 만한 이상한 사건들이 연속적으로 일어난다.",23.396,/6wmNcHjXnBEhlAvsUUR6ytdLKHO.jpg,1955-01-29,디아볼릭,False,7.891,906
False,/ww6f0XEn8aUbNsK1OQGdutJWwQf.jpg,"[10749, 18, 10402]",369557,en,Sing Street,"‘코너’는 전학을 가게 된 학교에서 모델처럼 멋진 ‘라피나’를 보고 첫 눈에 반해 사랑에 빠진다.  ‘라피나’에게 잘 보이고 싶은 마음에 덜컥 밴드를 하고 있다는 거짓말을 한 ‘코너’는  급기야 뮤직비디오 출연까지 제안하고 승낙을 얻는다.  날아갈 것만 같은 기분도 잠시,  ‘코너’는 어설픈 멤버들을 모아 ‘싱 스트리트’라는 밴드를 급 결성하고  ‘듀란듀란’, ‘아-하’, ‘더 클래쉬’ 등 집에 있는 음반들을 찾아가며 음악을 만들기 시작한다.  첫 노래를 시작으로 조금씩 ‘라피나’의 마음을 움직인 ‘코너’는  그녀를 위해 최고의 노래를 만들고 인생 첫 번째 콘서트를 준비하는데…  첫 눈에 반한 그녀를 위한 인생 첫 번째 노래!  ‘싱 스트리트’의 가슴 설레는 사운드가 지금 시작된다!",139.273,/kUYfLv9V5mKPb2lJadzgOI67AFt.jpg,2016-03-11,싱 스트리트,False,7.872,2205
False,/bskmLsrwmpqvZxKDi81UHa4mFDx.jpg,"[28, 18, 80]",944401,fr,Dogman,"뉴저지의 한 도심, 핑크 드레스에 짙은 화장을 한 남자가 수백 마리의 개와 함께 긴급 체포된다. 아무런 진술도 하지 않던 그는 정신과 의사에게 15년간의 이야기를 털어놓기 시작하는데... 신마저 외면했지만 개를 통해 구원받은 한 남자의 처절하고 아름다운 이야기가 펼쳐진다!",111.987,/ggEVrwwk68QBcygzvzCV0fvRLEY.jpg,2023-09-27,도그맨,False,7.858,805
False,/7KGdTzKux4fp5sW7hUM33NWqBU1.jpg,"[12, 28]",89,en,Indiana Jones and the Last Crusade,자신이 재직 중인 바네트 대학으로 돌아온 인디는 몇 달만을 비워뒀던 대학 연구실에서 오래 전에 도착한 아버지의 일기장을 발견한다.  고고학에 관심 많은 학생들을 피해 겨우 창문으로 빠져나온 존슨 박사는 윌터 도노반이라는 사람을 만난다. 도노반은 자신이 앙카라 북쪽에서 발견한 반쪽짜리 신의 석판의 탁본을 보여주며 헨리 박사의 일기장을 참고로 나머지 반쪽 석판과 예수가 최후의 만찬 때 사용했다는 술잔 성배를 찾아 달라고 부탁한다. 인디아나 존스는 아버지 헨리 존스 박사가 나치에게 납치 되었다는 소식을 듣고 베니스로 달려가는데...,79.067,/nbNr6vea9nkedkozeR3ZzoQm12A.jpg,1989-05-24,인디아나 존스: 최후의 성전,False,7.848,9767
False,/tLoCvK6BHqeGOQ5MzfH8HVFKYoE.jpg,"[53, 10770, 18, 9648]",185789,en,Mulholland Dr.,,15.465,/oGXtT5UW8lDWt8uxlww2zw9GmBs.jpg,1999-01-01,Mulholland Dr.,False,7.838,461
False,/59vDC1BuEQvti24OMr0ZvtAK6R1.jpg,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,"바이킹의 세계, 절대 친구가 될 수 없는 둘이 만났다?  용맹한 바이킹과 사나운 드래곤들의 싸움이 끊이지 않는 버크섬.  바이킹 족장의 아들 ‘히컵’은 드래곤 사냥에 소질 없는 마을의 사고뭉치. 어느날 그는 부상 당한 드래곤 ‘투슬리스’를 구하게 되고, 아무도 몰래 그를 돌본다. 서로를 알아가며, 드래곤들의 친구가 된 ‘히컵’. 그들과의 새로운 생활을 만끽하던 ‘히컵’은 드래곤들의 위험한 비밀을 알게 되는데…  불멸의 드래곤과 바이킹족 이단아의 만남!  2010년 5월, 그들의 스펙터클한 모험이 시작된다!",101.235,/5JtTkNwOeztwfCPv965e9bZi6G3.jpg,2010-03-18,드래곤 길들이기,False,7.824,12589
False,/jkkw7YyfWO1Vc0i6YFU1JQef8DV.jpg,"[18, 28, 80]",47931,pt,Tropa de Elite 2,"브라질의 S.W.A.T팀으로 불리는 ‘보피’부대는 브라질 최악의 갱들만을 수감하는 감옥 ‘반구 원’에서 폭동이 발생하자 이를 진압하기 위해 곧바로 투입된다. ‘보피’의 팀장인 ‘나시멘투’ 대령은 대원들을 감옥 주요 진입로에 배치시키고 작전을 지휘한다. 그러나 인권문제로 인한 후폭풍이 두려운 나머지 정부는 진압 명령을 내리지 않고 ‘보피’를 대기시킨다. 이 때, 인권협회장인 ‘프라가’가 사건의 원만한 해결을 위해‘반구 원’ 감옥에 도착하고 폭동의 주동자인 ‘베이라다’와 협상을 벌인다. 협상의 내용은 인질로 잡혀 있는 교도관 2명을 풀어주면 사건을 원하는 방향으로 정리해 주겠다는 것. 이에 ‘베이라다’가 인질 2명을 풀어주는 순간 ‘나시멘투’의 대기 명령을 어긴 ‘마티아즈’ 대위의 발포로 ‘베이라다’가 총에 맞아 즉사하고 폭동은 진압된다. 그러나 이 장면을 목격한 인권협회장 ‘프라가’는 현장의 모든 일을 언론에 폭로하게 되고, 이 사건으로 인해 ‘나시멘투’를 징계하자는 의견이 인권협회와 좌파 정치인 사이에 대두 되지만 국민들은 악랄한 갱단의 두목이 제거된 것에 환호하며 오히려 ‘나시멘투’를 지지하는 목소리가 높아진다. 이에 정부는 ‘나시멘투’를 ‘보피’부대 사령관에서 보직 해임하는 대신 정보부 차관으로 승진 발령시켜 사태 진압에 나서는데...",38.326,/eCxiUGWp8jtb2lANH7W57iOO2vc.jpg,2010-10-08,엘리트 스쿼드 2,False,7.81,1786
False,/ylqOWMU3nyZqg8hjJBG4EPdsGSk.jpg,"[53, 27]",49797,ko,악마를 보았다,"국정원 경호요원 수현은 약혼녀 주연이 잔인하게 살해당하자 자신에게 가장 소중한 사람을 지켜내지 못했다는 자괴감과 분노로 가장 고통스러운 복수를 다짐한다. 수현은 연쇄살인마 장경철이 범인임을 알아내고 죽을 만큼의 고통만 가하고 놓아주기를 반복하며 처절한 응징을 시작한다. 그러나, 악마보다 더 악랄한 살인마 장경철은 난생 처음 만난 대등한 적수의 출현을 즐기며 반격에 나서기 시작하는데…",39.164,/xAhsrqrsMIO7YwKbLAlWatzFbgX.jpg,2010-08-12,악마를 보았다,False,7.8,2412
False,/p8TUKej4ka8FYAirpOoCy77t6yd.jpg,"[53, 18, 10752]",502,en,Fail Safe,"미국 국방성의 전략 컨트롤 시스템의 고장으로 인해, 핵폭탄을 싣고 훈련 중이던 B-58 비행대가 비행한계선을 넘어 비행하게 된다. 갑자기 연락이 두절된 폭격기 조종사들은 새로운 명령을 받기 전에는 계속해서 비행하라는 최초의 명령을 수행해야 했으므로, 그들은 핵폭탄을 투하하기 위해 모스크바로 날아간다. 폭격기들이 목표물에 다가갈 수록 위기감은 고조되어 가고, 미국 대통령(헨리 폰다 분)은 이것이 실수라는 사실을 소련측에 납득시키기 위해, 전략 공군 사령관에게 소련과 합동작전으로 폭격을 중단하도록 지시한다. 그러나 폭격기를 되돌리려는 시도는 번번이 실패로 돌아가면서 위기감은 고조되는데...",31.747,/qrsj5hort5xkLOKw9NyraGMnlVP.jpg,1964-10-07,핵전략 사령부,False,7.8,364
